id,code,name,parent_id:id,type,user_type:id,reconcile
731102,731102,Telecom,731000,other,account_type_expense,FALSE
731103,731103,CDC Tax,731000,other,account_type_expense,FALSE
732000,732000,Office Expense,730000,view,account_type_view,FALSE
732100,732100,Water Supplies,732000,other,account_type_expense,FALSE
732101,732101,Stationery & Office Supplies,732000,other,account_type_expense,FALSE
732102,732102,Bar Supplies,732000,other,account_type_expense,FALSE
732103,732103,Printing,732000,other,account_type_expense,FALSE
732104,732104,Cleaning,732000,other,account_type_expense,FALSE
733000,733000,Other Administrative Expense,730000,view,account_type_view,FALSE
733100,733100,Insurance Premium,733000,view,account_type_view,FALSE
733200,733200,Professional Fees,733000,view,account_type_view,FALSE
733300,733300,Transportation Expense (Office),733000,view,account_type_view,FALSE
733301,733301,Vehicle Taxes,733300,other,account_type_expense,FALSE
733302,733302,Vehicle Accessories,733300,other,account_type_expense,FALSE
733303,733303,Vehicle Repair & Maintenance,733300,other,account_type_expense,FALSE
733304,733304,Vehicle Fuel & Lubricant,733300,other,account_type_expense,FALSE
733305,733305,Vehicle Rental Expense,733300,other,account_type_expense,FALSE
733400,733400,Property Expense,733000,view,account_type_view,FALSE
733401,733401,Office Rental ,733400,other,account_type_expense,FALSE
733402,733402,Warehouse Rental,733400,other,account_type_expense,FALSE
733403,733403,Shop Rental,733400,other,account_type_expense,FALSE
733404,733404,Housing Rental,733400,other,account_type_expense,FALSE
733405,733405,Office Building Repair & Maintenance,733400,other,account_type_expense,FALSE
733406,733406,Warehouse Repair & Maintenance,733400,other,account_type_expense,FALSE
733407,733407,Shop Repair & Maintenance,733400,other,account_type_expense,FALSE
733408,733408,Housing Repair & Maintenance,733400,other,account_type_expense,FALSE
733500,733500,Repair & Maintenance,733000,view,account_type_view,FALSE
733501,733501,Office Equipment ,733500,other,account_type_expense,FALSE
733502,733502,Office Furniture,733500,other,account_type_expense,FALSE
733503,733503,IT Hardware,733500,other,account_type_expense,FALSE
733600,733600,Travel Expense,733000,view,account_type_view,FALSE
733601,733601,Travel - Management,733600,other,account_type_expense,FALSE
733602,733602,Travel - Sales,733600,other,account_type_expense,FALSE
733603,733603,Travel - Supporting,733600,other,account_type_expense,FALSE
800000,800000,Depreciation Expense,0,view,account_type_view,FALSE
810000,810000,Depreciation - Building,800000,view,account_type_view,FALSE
810100,810100,Depreciation - Building,810000,other,account_type_expense,FALSE
810200,810200,Depreciation - Leasehold Improvement,810000,other,account_type_expense,FALSE
820000,820000,Depreciation - Vehicles,800000,view,account_type_view,FALSE
820100,820100,Depreciation - Car,820000,other,account_type_expense,FALSE
820200,820200,Depreciation - Motorcycle,820000,other,account_type_expense,FALSE
820300,820300,Depreciation - Bicycle,820000,other,account_type_expense,FALSE
820400,820400,Depreciation - Truck,820000,other,account_type_expense,FALSE
820500,820500,Depreciation - Forklift & Reach Truck,820000,other,account_type_expense,FALSE
830000,830000,Depreciation - Office Equipment,800000,view,account_type_view,FALSE
830100,830100,Depreciation - Office Equipment,830000,other,account_type_expense,FALSE
840000,840000,Depreciation - Furniture & Fixtures,800000,view,account_type_view,FALSE
840100,840100,Depreciation - Furniture & Fixtures,840000,other,account_type_expense,FALSE
840200,840200,Depreciation - Air Conditioner,840000,other,account_type_expense,FALSE
850000,850000,Depreciation - Computer & Accessories,800000,view,account_type_view,FALSE
850100,850100,Depreciation - Computer & Accessories,850000,other,account_type_expense,FALSE
860000,860000,Depreciation - Generator & Motor,800000,view,account_type_view,FALSE
860100,860100,Depreciation - Generator & Motor,860000,other,account_type_expense,FALSE
870000,870000,Depreciation - Warehouse Equipment & Accessories,800000,view,account_type_view,FALSE
870100,870100,Depreciation - Warehouse Equipment,870000,other,account_type_expense,FALSE
870200,870200,Depreciation - Warehouse Accessories,870000,other,account_type_expense,FALSE
880000,880000,Depreciation - Tools & Accessories,800000,view,account_type_view,FALSE
880100,880100,Depreciation - Tools & Accessories,880000,other,account_type_expense,FALSE
890000,890000,Depreciation - Computer Software,800000,view,account_type_view,FALSE
890100,890100,Depreciation - Computer Software,890000,other,account_type_expense,FALSE
900000,900000,Other Expenses,0,view,account_type_view,FALSE
910000,910000,Bad Debts,900000,view,account_type_view,FALSE
910100,910100,Bad Debts - Moët Hennessy,910000,other,account_type_expense,FALSE
910200,910200,Bad Debts - Constellation Brands,910000,other,account_type_expense,FALSE
910300,910300,Bad Debts - Other Parties,910000,other,account_type_expense,FALSE
920000,920000,Loss On Damaged Goods & Slow Moving,900000,view,account_type_view,FALSE
921000,921000,Loss On Damaged Goods ,920000,view,account_type_view,FALSE
921100,921100,Loss On Damaged Goods - Moët Hennessy,921000,other,account_type_expense,FALSE
921101,921101,Loss On Damaged Goods - Moët Hennessy Wine & Champagne,921000,other,account_type_expense,FALSE
921102,921102,Loss On Damaged Goods - Moët Hennessy Spirits,921000,other,account_type_expense,FALSE
921200,921200,Loss On Damaged Goods - Constellation Brands,921000,other,account_type_expense,FALSE
921300,921300,Loss On Damaged Goods - DBR (Lafite),921000,other,account_type_expense,FALSE
921400,921400,Loss On Damaged Goods - Others,921000,other,account_type_expense,FALSE
930000,930000,Gain/Loss from Asset,900000,view,account_type_view,FALSE
940000,940000,Gain Or Loss on Exchange,900000,view,account_type_view,FALSE
941000,941000,Gain Or Loss on Exchange - Moët Hennessy,940000,other,account_type_expense,FALSE
942000,942000,Gain Or Loss on Exchange - Constellation Brands,940000,other,account_type_expense,FALSE
943000,943000,Gain Or Loss on Exchange - DBR (Lafite),940000,other,account_type_expense,FALSE
944000,944000,Gain Or Loss on Exchange - Others,940000,other,account_type_expense,FALSE
950000,950000,Financing Cost,900000,view,account_type_view,FALSE
951000,951000,Financing Cost - Domestic,950000,other,account_type_expense,FALSE
952000,952000,Financing Cost - International,950000,other,account_type_expense,FALSE
960000,960000,Interest Expense,900000,view,account_type_view,FALSE
961000,961000,Interest Expense - Domestic,960000,other,account_type_expense,FALSE
962000,962000,Interest Expense - International,960000,other,account_type_expense,FALSE
970000,970000,Bank Charges,900000,view,account_type_view,FALSE
971000,971000,Bank Charges - Domestic,970000,other,account_type_expense,FALSE
972000,972000,Bank Charges - International,970000,other,account_type_expense,FALSE
980000,980000,Taxes,900000,view,account_type_view,FALSE
981000,981000,Corporate Income Tax,980000,other,account_type_expense,FALSE
982000,982000,Commercial Tax,980000,other,account_type_expense,FALSE
983000,983000,Service Tax  ,980000,other,account_type_expense,FALSE
990000,990000,Miscellaneous,900000,view,account_type_view,FALSE
991000,991000,Fines & Penalties,990000,view,account_type_view,FALSE
