    5	2013-07-17 15:30:09	1	0	1	0
    5	2013-07-17 15:30:16	1	0	1	0
    5	2013-07-17 15:33:30	1	0	1	0
    6	2013-07-23 13:34:55	1	0	1	0
    6	2013-07-23 15:19:27	1	0	1	0
    6	2013-07-25 16:48:50	1	0	1	0
   31	2013-07-25 16:49:00	1	0	1	0
   31	2013-07-25 16:49:02	1	0	1	0
    4	2013-07-25 17:27:22	1	0	1	0
   24	2013-07-25 17:45:44	1	0	1	0
   24	2013-07-25 17:45:49	1	0	1	0
   24	2013-07-25 17:45:51	1	0	1	0
   24	2013-07-25 17:45:53	1	0	1	0
   24	2013-07-25 17:45:55	1	0	1	0
   24	2013-07-25 17:45:57	1	0	1	0
   30	2013-07-26 08:33:31	1	0	1	0
   28	2013-07-26 08:34:27	1	0	1	0
   20	2013-07-26 09:12:51	1	0	1	0
   20	2013-07-26 09:13:05	1	0	1	0
    5	2013-07-26 09:19:56	1	0	1	0
   13	2013-07-26 09:20:05	1	0	1	0
   23	2013-07-26 09:20:12	1	0	1	0
   24	2013-07-26 09:20:19	1	0	1	0
   27	2013-07-26 09:22:56	1	0	1	0
   27	2013-07-26 09:23:02	1	0	1	0
   16	2013-07-26 09:37:41	1	0	1	0
    7	2013-07-26 09:37:53	1	0	1	0
    9	2013-07-26 09:38:00	1	0	1	0
   25	2013-07-26 09:38:15	1	0	1	0
    8	2013-07-26 09:38:42	1	0	1	0
   14	2013-07-26 09:38:52	1	0	1	0
    2	2013-07-26 09:39:02	1	0	1	0
   22	2013-07-26 09:39:11	1	0	1	0
   18	2013-07-26 09:39:27	1	0	1	0
   19	2013-07-26 09:39:43	1	0	1	0
   32	2013-07-26 09:40:12	1	0	1	0
    3	2013-07-26 09:40:18	1	0	1	0
    4	2013-07-26 09:40:38	1	0	1	0
   15	2013-07-26 09:41:19	1	0	1	0
   29	2013-07-26 09:43:02	1	0	1	0
   21	2013-07-26 10:08:57	1	0	1	0
    7	2013-07-26 16:21:53	1	0	1	0
   32	2013-07-26 17:01:27	1	0	1	0
   29	2013-07-26 17:29:40	1	0	1	0
   15	2013-07-26 17:33:27	1	0	1	0
   26	2013-07-26 17:33:38	1	0	1	0
   12	2013-07-26 17:34:31	1	0	1	0
   17	2013-07-26 17:34:58	1	0	1	0
    6	2013-07-26 17:36:21	1	0	1	0
    3	2013-07-26 17:37:36	1	0	1	0
    4	2013-07-26 17:37:43	1	0	1	0
   13	2013-07-26 17:38:10	1	0	1	0
    8	2013-07-26 17:52:26	1	0	1	0
    9	2013-07-26 17:52:32	1	0	1	0
    5	2013-07-26 17:52:36	1	0	1	0
    2	2013-07-26 17:52:44	1	0	1	0
   25	2013-07-26 17:52:50	1	0	1	0
   24	2013-07-26 17:53:02	1	0	1	0
   14	2013-07-26 18:37:30	1	0	1	0
   16	2013-07-26 18:37:34	1	0	1	0
   32	2013-07-27 08:04:33	1	0	1	0
   28	2013-07-27 08:54:19	1	0	1	0
   27	2013-07-27 08:54:35	1	0	1	0
   20	2013-07-27 09:10:33	1	0	1	0
    8	2013-07-27 09:11:20	1	0	1	0
   14	2013-07-27 09:11:24	1	0	1	0
   18	2013-07-27 09:11:29	1	0	1	0
    2	2013-07-27 09:11:43	1	0	1	0
   11	2013-07-27 09:12:01	1	0	1	0
   30	2013-07-27 09:12:18	1	0	1	0
   16	2013-07-27 09:21:27	1	0	1	0
   10	2013-07-27 09:21:31	1	0	1	0
   25	2013-07-27 09:21:51	1	0	1	0
    9	2013-07-27 09:21:55	1	0	1	0
    7	2013-07-27 09:21:58	1	0	1	0
   22	2013-07-27 09:22:04	1	0	1	0
   21	2013-07-27 09:22:21	1	0	1	0
    5	2013-07-27 09:26:49	1	0	1	0
   13	2013-07-27 09:26:54	1	0	1	0
   24	2013-07-27 09:27:08	1	0	1	0
   23	2013-07-27 09:27:12	1	0	1	0
    6	2013-07-27 09:31:25	1	0	1	0
    3	2013-07-27 09:31:33	1	0	1	0
   12	2013-07-27 09:31:36	1	0	1	0
    4	2013-07-27 09:31:39	1	0	1	0
   17	2013-07-27 09:31:51	1	0	1	0
   15	2013-07-27 09:31:55	1	0	1	0
   26	2013-07-27 09:32:00	1	0	1	0
   29	2013-07-27 09:34:38	1	0	1	0
   17	2013-07-27 15:10:06	1	0	1	0
   32	2013-07-27 17:00:14	1	0	1	0
   31	2013-07-27 17:01:07	1	0	1	0
    4	2013-07-27 17:01:38	1	0	1	0
   12	2013-07-27 17:01:41	1	0	1	0
    3	2013-07-27 17:02:04	1	0	1	0
    6	2013-07-27 17:03:46	1	0	1	0
    9	2013-07-27 17:03:48	1	0	1	0
   13	2013-07-27 17:03:54	1	0	1	0
   25	2013-07-27 17:07:27	1	0	1	0
    5	2013-07-27 17:12:01	1	0	1	0
    8	2013-07-27 17:57:54	1	0	1	0
    7	2013-07-27 17:58:21	1	0	1	0
   16	2013-07-27 17:58:26	1	0	1	0
   14	2013-07-27 17:58:29	1	0	1	0
    2	2013-07-27 17:58:33	1	0	1	0
   10	2013-07-27 17:58:36	1	0	1	0
   11	2013-07-27 17:58:42	1	0	1	0
   22	2013-07-27 17:58:50	1	0	1	0
   26	2013-07-27 17:58:53	1	0	1	0
   21	2013-07-27 17:59:11	1	0	1	0
   32	2013-07-29 08:02:07	1	0	1	0
   31	2013-07-29 08:03:42	1	0	1	0
   19	2013-07-29 08:41:04	1	0	1	0
   30	2013-07-29 09:11:22	1	0	1	0
   20	2013-07-29 09:12:20	1	0	1	0
    8	2013-07-29 09:24:29	1	0	1	0
   11	2013-07-29 09:24:36	1	0	1	0
   14	2013-07-29 09:24:53	1	0	1	0
    2	2013-07-29 09:26:16	1	0	1	0
    5	2013-07-29 09:33:27	1	0	1	0
   24	2013-07-29 09:33:37	1	0	1	0
    6	2013-07-29 09:33:42	1	0	1	0
